state,startdate,enddate,pollster,grade,samplesize,population,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump,samplesizeadj
Florida,2016-10-10,2016-10-11,Opinion Savvy/InsiderAdvantage,C-,533.0,lv,46.9,44.1,46.40449,46.70115,533.0
Oregon,2016-10-21,2016-11-03,Ipsos,A-,454.0,lv,46.76,38.13,45.48671,37.65413,454.0
Maryland,2016-10-21,2016-11-03,Ipsos,A-,455.0,lv,53.26,35.12,52.55059,35.1136,455.0
Alaska,2016-10-15,2016-10-19,Google Consumer Surveys,B,111.0,lv,28.07,36.9,33.50864,45.58635,111.0
Colorado,2016-10-21,2016-11-03,Ipsos,A-,547.0,lv,47.59,42.23,45.73859,41.16486,547.0
Maine,2016-08-04,2016-08-08,Gravis Marketing,B-,2046.0,rv,43.0,33.0,44.95999,37.80678,2046.0
Mississippi,2016-10-20,2016-10-24,Google Consumer Surveys,B,216.0,lv,32.48,46.54,37.77683,53.94247,216.0
Nebraska,2016-10-20,2016-11-03,Ipsos,A-,213.0,lv,31.38,53.13,30.05303,52.77858,213.0
Oregon,2016-09-01,2016-09-06,"Davis, Hibbitts & Midghall, Inc.",B,517.0,rv,38.0,25.0,43.76634,32.514,517.0
Virginia,2016-08-30,2016-09-01,Emerson College,B,800.0,lv,44.0,43.0,46.48059,44.49127,800.0
Colorado,2016-10-14,2016-10-27,Ipsos,A-,439.0,lv,45.51,43.35,43.18961,43.32872,439.0
New Hampshire,2016-08-30,2016-08-31,Public Policy Polling,B+,585.0,lv,46.0,41.0,45.03825,41.26069,585.0
Colorado,2016-08-04,2016-08-10,Marist College,A,899.0,rv,41.0,29.0,42.88035,36.42384,899.0
Utah,2016-09-12,2016-09-19,Dan Jones & Associates,C+,820.0,lv,25.0,34.0,26.6939,36.23783,820.0
U.S.,2016-10-18,2016-10-22,Ipsos,A-,1153.0,lv,44.1,35.6,44.14998,37.94928,1153.0
Delaware,2016-10-29,2016-11-04,SurveyMonkey,C-,398.0,lv,51.0,36.0,49.70603,35.6035,398.0
Hawaii,2016-10-15,2016-10-19,Google Consumer Surveys,B,94.0,lv,49.02,27.28,54.46968,36.08817,94.0
U.S.,2016-10-10,2016-10-14,Ipsos,A-,2433.0,lv,43.2,39.0,43.52197,42.07421,2433.0
Maine,2016-10-20,2016-11-03,Ipsos,A-,235.0,lv,45.46,37.22,43.75814,36.62348,235.0
Washington,2016-10-14,2016-10-27,Ipsos,A-,457.0,lv,46.58,37.44,45.01968,38.23816,457.0
Hawaii,2016-10-29,2016-11-04,SurveyMonkey,C-,458.0,lv,53.0,28.0,51.74376,27.65071,458.0
Arizona,2016-10-07,2016-10-13,Ipsos,A-,883.0,lv,38.92,44.56,37.30004,45.61018,883.0
Pennsylvania,2016-09-12,2016-09-16,Muhlenberg College,A,405.0,lv,40.0,32.0,43.50745,36.40122,405.0
U.S.,2016-10-28,2016-11-03,USC Dornsife/LA Times,,2962.0,lv,43.38,46.89,45.08903,43.73871,2962.0
New Hampshire,2016-10-20,2016-11-03,Ipsos,A-,194.0,lv,46.37,39.88,44.55617,39.21516,194.0
Tennessee,2016-10-21,2016-11-03,Ipsos,A-,519.0,lv,35.18,49.82,34.58702,49.93793,519.0
Michigan,2016-11-01,2016-11-01,Mitchell Research & Communications,D,887.0,lv,47.0,44.0,45.95749,43.19753,887.0
Wisconsin,2016-10-21,2016-11-03,Ipsos,A-,651.0,lv,47.18,39.99,46.31443,39.8931,651.0
U.S.,2016-10-17,2016-10-22,IBD/TIPP,A-,783.0,lv,40.8,42.6,42.72181,44.74781,783.0
Pennsylvania,2016-08-30,2016-08-31,Public Policy Polling,B+,814.0,lv,47.0,42.0,46.45833,42.44173,814.0
Pennsylvania,2016-08-25,2016-08-29,Franklin & Marshall College,B+,496.0,lv,45.0,40.0,47.01144,45.05825,496.0
Arizona,2016-10-21,2016-11-02,Ipsos,A-,580.0,lv,42.92,44.58,41.69211,44.3258,580.0
Idaho,2016-10-20,2016-10-28,SurveyMonkey,C-,467.0,lv,29.0,48.0,27.63,49.32936,467.0
Tennessee,2016-10-14,2016-10-27,Ipsos,A-,401.0,lv,35.41,42.95,34.35643,43.99424,401.0
Washington,2016-10-21,2016-11-03,Ipsos,A-,545.0,lv,46.44,39.43,45.35114,39.14962,545.0
Iowa,2016-08-03,2016-08-07,Marist College,A,899.0,rv,35.0,35.0,36.8509,42.41409,899.0
Florida,2016-10-21,2016-10-27,Ipsos,A-,804.0,lv,48.51,44.61,47.97427,45.73478,804.0
West Virginia,2016-10-20,2016-11-03,Ipsos,A-,172.0,lv,34.53,58.26,33.52007,58.23043,172.0
Vermont,2016-10-29,2016-11-04,SurveyMonkey,C-,470.0,lv,59.0,25.0,57.75252,24.66169,470.0
New Hampshire,2016-10-20,2016-10-24,Google Consumer Surveys,B,56.0,lv,29.52,38.1,34.87883,46.30073,56.0
Wyoming,2016-10-18,2016-10-26,SurveyMonkey,C-,388.0,lv,25.0,59.0,23.61162,60.68141,388.0
Delaware,2016-10-20,2016-10-24,Google Consumer Surveys,B,74.0,lv,34.21,33.26,39.53314,41.00125,74.0
Idaho,2016-10-20,2016-11-03,Ipsos,A-,190.0,lv,29.97,51.68,28.35979,51.0658,190.0
Wisconsin,2016-10-14,2016-10-27,Ipsos,A-,522.0,lv,46.75,41.62,45.4174,42.5395,522.0
Rhode Island,2016-10-29,2016-11-04,SurveyMonkey,C-,411.0,lv,49.0,36.0,47.76992,35.68346,411.0
New Hampshire,2016-08-26,2016-08-28,Public Policy Polling,B+,977.0,lv,46.0,40.0,45.02595,40.41536,977.0
Wyoming,2016-10-29,2016-11-04,SurveyMonkey,C-,207.0,lv,22.0,60.0,20.72286,59.62456,207.0
North Carolina,2016-10-18,2016-10-25,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,46.0,43.0,46.55675,45.20969,875.0
Ohio,2016-10-18,2016-10-25,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,41.0,44.0,41.56973,46.37677,875.0
Pennsylvania,2016-10-18,2016-10-25,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,48.0,40.0,48.56256,42.28453,875.0
Minnesota,2016-10-21,2016-11-03,Ipsos,A-,638.0,lv,42.41,36.96,40.86632,36.19091,638.0
U.S.,2016-10-17,2016-10-21,Ipsos,A-,1177.0,lv,43.8,37.5,43.86629,39.98563,1177.0
U.S.,2016-10-25,2016-10-27,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,45.0,45.0,45.65689,46.62687,1500.0
U.S.,2016-08-12,2016-08-13,Zogby Interactive/JZ Analytics,C-,1277.0,lv,38.0,36.0,40.32465,43.11979,1277.0
Montana,2016-10-29,2016-11-04,SurveyMonkey,C-,430.0,lv,32.0,53.0,30.72923,52.63253,430.0
Arizona,2016-08-27,2016-08-27,Gravis Marketing,B-,1244.0,lv,40.0,44.0,41.17548,45.17292,1244.0
North Dakota,2016-10-29,2016-11-04,SurveyMonkey,C-,287.0,lv,29.0,57.0,27.74027,56.64635,287.0
Minnesota,2016-10-14,2016-10-27,Ipsos,A-,509.0,lv,40.56,37.43,38.54865,37.68657,509.0
Mississippi,2016-10-20,2016-11-03,Ipsos,A-,168.0,lv,34.24,53.55,34.10035,54.1921,168.0
Florida,2016-10-18,2016-10-25,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,45.0,44.0,45.5684,46.35973,875.0
New Hampshire,2016-10-15,2016-10-19,Google Consumer Surveys,B,89.0,lv,41.91,29.45,47.37769,38.45687,89.0
New Mexico,2016-10-20,2016-11-03,Ipsos,A-,153.0,lv,44.68,41.92,40.60789,38.83793,153.0
U.S.,2016-10-16,2016-10-21,IBD/TIPP,A-,791.0,lv,39.7,42.1,41.63813,44.38416,791.0
Ohio,2016-09-15,2016-09-22,TargetSmart/William & Mary,,652.0,lv,40.0,37.0,42.41846,41.4394,652.0
North Carolina,2016-10-07,2016-10-13,Ipsos,A-,1056.0,lv,46.33,42.42,45.15418,43.65235,1056.0
North Carolina,2016-08-27,2016-08-29,Emerson College,B,800.0,lv,43.4,44.8,45.75733,46.23088,800.0
Delaware,2016-10-28,2016-11-03,SurveyMonkey,C-,405.0,lv,50.0,36.0,48.71128,35.74899,405.0
Rhode Island,2016-10-15,2016-10-19,Google Consumer Surveys,B,70.0,lv,45.07,32.76,50.54452,41.8422,70.0
Kansas,2016-10-20,2016-10-24,Google Consumer Surveys,B,281.0,lv,36.26,32.61,41.59159,40.46002,281.0
South Dakota,2016-10-29,2016-11-04,SurveyMonkey,C-,433.0,lv,30.0,53.0,28.72358,52.62547,433.0
District of Columbia,2016-10-28,2016-11-03,SurveyMonkey,C-,324.0,lv,85.0,5.0,83.7766,4.8622,324.0
Connecticut,2016-10-20,2016-10-24,Google Consumer Surveys,B,340.0,lv,43.34,31.95,48.6798,39.90573,340.0
Kansas,2016-10-20,2016-10-28,SurveyMonkey,C-,1619.0,lv,36.0,47.0,34.62844,48.31374,1619.0
U.S.,2016-10-09,2016-10-13,Ipsos,A-,2431.0,lv,43.7,37.7,44.08518,40.78216,2431.0
U.S.,2016-10-30,2016-11-01,The Times-Picayune/Lucid,,2617.0,lv,43.0,40.0,43.43158,42.77084,2617.0
Alaska,2016-10-29,2016-11-04,SurveyMonkey,C-,369.0,lv,33.0,46.0,31.73213,45.63616,369.0
West Virginia,2016-10-29,2016-11-04,SurveyMonkey,C-,433.0,lv,27.0,57.0,25.7175,56.61785,433.0
Maine CD-2,2016-09-15,2016-09-17,Maine People's Resource Center,C,396.0,lv,33.2,44.3,37.02057,47.84314,396.0
District of Columbia,2016-10-18,2016-10-26,SurveyMonkey,C-,555.0,lv,87.0,5.0,85.6414,7.064778,555.0
Pennsylvania,2016-10-13,2016-10-20,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,44.0,41.0,44.65052,43.93583,875.0
North Carolina,2016-10-13,2016-10-20,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,46.0,41.0,46.64175,43.8391,875.0
Ohio,2016-10-13,2016-10-20,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,42.0,43.0,42.66132,46.05506,875.0
Delaware,2016-10-15,2016-10-19,Google Consumer Surveys,B,113.0,lv,37.21,28.18,42.62385,36.59296,113.0
Florida,2016-09-10,2016-09-16,Saint Leo University,C+,475.0,lv,49.4,43.6,50.41451,49.04922,475.0
Arizona,2016-08-25,2016-08-27,MBQF,C+,728.0,lv,40.0,39.0,41.47346,42.77515,728.0
U.S.,2016-10-16,2016-10-20,Ipsos,A-,1183.0,lv,45.5,37.0,45.59536,39.61373,1183.0
Arkansas,2016-10-14,2016-11-02,Ipsos,A-,413.0,lv,37.33,52.4,36.1018,52.79929,413.0
U.S.,2016-08-09,2016-08-15,"Normington, Petts & Associates",C+,1000.0,rv,45.0,37.0,47.58948,43.93687,1000.0
Michigan,2016-10-07,2016-10-13,Ipsos,A-,1168.0,lv,43.78,37.33,41.99179,38.17729,1168.0
Florida,2016-08-12,2016-08-15,Monmouth University,A+,402.0,lv,48.0,39.0,48.72693,43.1096,402.0
Vermont,2016-10-15,2016-10-19,Google Consumer Surveys,B,91.0,lv,48.17,21.49,53.628,30.38998,91.0
U.S.,2016-10-15,2016-10-20,IBD/TIPP,A-,789.0,lv,40.2,41.1,42.16719,43.51225,789.0
Florida,2016-10-13,2016-10-20,Rasmussen Reports/Pulse Opinion Research,C+,875.0,lv,47.0,41.0,47.65932,44.03303,875.0
Hawaii,2016-10-28,2016-11-03,SurveyMonkey,C-,435.0,lv,52.0,29.0,50.74971,28.81559,435.0
Delaware,2016-10-20,2016-11-03,Ipsos,A-,122.0,lv,44.71,33.84,43.62423,33.69183,122.0
Alabama,2016-07-19,2016-07-19,Strategy Research,,4100.0,rv,33.0,57.0,34.02636,57.8704,4100.0
Iowa,2016-10-20,2016-10-24,Google Consumer Surveys,B,378.0,lv,40.17,30.78,45.50594,38.68608,378.0
Wyoming,2016-10-28,2016-11-03,SurveyMonkey,C-,200.0,lv,21.0,61.0,19.72842,60.7787,200.0
Maine CD-1,2016-09-15,2016-09-17,Maine People's Resource Center,C,440.0,lv,40.5,29.8,44.49722,33.56842,440.0
U.S.,2016-08-31,2016-09-04,"RKM Research and Communications, Inc.",B+,1025.0,lv,43.7,41.4,46.19304,43.71197,1025.0
New Mexico,2016-11-01,2016-11-02,Zia Poll,,1102.0,lv,46.0,43.0,45.11013,40.84013,1102.0
Massachusetts,2016-10-14,2016-10-27,Ipsos,A-,494.0,lv,56.14,26.81,54.48184,27.77845,494.0
Montana,2016-10-20,2016-11-03,Ipsos,A-,107.0,lv,33.5,51.55,30.78825,49.86233,107.0
Kentucky,2016-10-20,2016-10-24,Google Consumer Surveys,B,344.0,lv,33.81,36.79,39.13094,44.50291,344.0
Missouri,2016-09-09,2016-09-13,Emerson College,B,600.0,lv,34.0,47.0,36.35492,48.0719,600.0
Pennsylvania,2016-10-14,2016-10-20,Ipsos,A-,553.0,lv,49.13,38.7,47.79728,39.86536,553.0
Idaho,2016-08-18,2016-08-31,Dan Jones & Associates,C+,602.0,lv,23.0,44.0,25.05725,47.54737,602.0
Idaho,2016-10-29,2016-11-04,SurveyMonkey,C-,556.0,lv,30.0,47.0,28.72169,46.6231,556.0
Pennsylvania,2016-08-25,2016-08-28,Emerson College,B,800.0,lv,45.9,42.7,48.33654,44.27403,800.0
Kansas,2016-10-07,2016-10-27,Ipsos,A-,312.0,lv,38.44,51.94,35.92292,52.13087,312.0
U.S.,2016-10-20,2016-10-24,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,43.0,42.0,43.57005,44.38086,1500.0
U.S.,2016-10-27,2016-11-02,USC Dornsife/LA Times,,2938.0,lv,42.47,47.5,44.13673,44.50366,2938.0
Vermont,2016-10-28,2016-11-03,SurveyMonkey,C-,449.0,lv,57.0,24.0,55.75863,23.83106,449.0
Rhode Island,2016-10-28,2016-11-03,SurveyMonkey,C-,392.0,lv,49.0,38.0,47.77635,37.86177,392.0
New Mexico,2016-10-29,2016-11-04,SurveyMonkey,C-,810.0,lv,41.0,36.0,39.72009,35.6211,810.0
U.S.,2016-08-26,2016-08-28,Public Policy Polling,B+,881.0,lv,42.0,37.0,43.95049,40.11814,881.0
Mississippi,2016-10-29,2016-11-04,SurveyMonkey,C-,704.0,lv,40.0,50.0,38.66422,49.55118,704.0
Alaska,2016-08-27,2016-08-29,Moore Information,B,500.0,lv,29.0,39.0,33.1209,43.67566,500.0
North Dakota,2016-10-28,2016-11-03,SurveyMonkey,C-,276.0,lv,29.0,56.0,27.74615,55.80943,276.0
Nevada,2016-10-07,2016-10-27,Ipsos,A-,291.0,lv,40.2,40.11,38.43055,40.95748,291.0
Wyoming,2016-10-27,2016-11-02,SurveyMonkey,C-,212.0,lv,21.0,61.0,19.73032,60.98718,212.0
U.S.,2016-09-11,2016-09-14,Fox News/Anderson Robbins Research/Shaw & Company Research,A,867.0,lv,41.0,40.0,44.45032,43.15886,867.0
U.S.,2016-11-01,2016-11-02,Gravis Marketing,B-,2435.0,rv,47.0,45.0,47.02612,44.52409,2435.0
District of Columbia,2016-10-15,2016-10-19,Google Consumer Surveys,B,66.0,lv,65.81,7.06,71.28476,16.14478,66.0
Arkansas,2016-10-07,2016-10-27,Ipsos,A-,288.0,lv,34.03,53.17,32.55165,54.22792,288.0
U.S.,2016-10-15,2016-10-19,Ipsos,A-,1200.0,lv,43.5,37.9,43.62778,40.6391,1200.0
Iowa,2016-08-08,2016-08-10,Suffolk University,B+,500.0,lv,36.0,37.0,37.93356,42.12964,500.0
Delaware,2016-10-27,2016-11-02,SurveyMonkey,C-,397.0,lv,50.0,36.0,48.71307,35.94579,397.0
Iowa,2016-10-07,2016-10-27,Ipsos,A-,360.0,lv,44.39,41.78,42.65582,42.81966,360.0
South Carolina,2016-10-20,2016-10-24,Google Consumer Surveys,B,322.0,lv,30.14,40.94,35.44522,48.45044,322.0
Alabama,2016-10-20,2016-10-24,Google Consumer Surveys,B,390.0,lv,22.36,56.83,27.66132,64.29031,390.0
Oregon,2016-10-20,2016-10-24,Google Consumer Surveys,B,403.0,lv,48.72,25.47,54.05836,33.40712,403.0
Louisiana,2016-10-07,2016-10-27,Ipsos,A-,411.0,lv,34.0,52.56,33.06927,53.94141,411.0
Wyoming,2016-10-25,2016-10-31,SurveyMonkey,C-,251.0,lv,22.0,62.0,20.7151,62.43554,251.0
Montana,2016-10-28,2016-11-03,SurveyMonkey,C-,403.0,lv,34.0,53.0,32.73491,52.78994,403.0
New Hampshire,2016-10-29,2016-11-04,SurveyMonkey,C-,662.0,lv,48.0,38.0,46.76273,37.67446,662.0
U.S.,2016-10-08,2016-10-12,Ipsos,A-,2415.0,lv,43.9,37.7,44.37012,40.77932,2415.0
Tennessee,2016-10-20,2016-10-24,Google Consumer Surveys,B,375.0,lv,27.65,43.8,32.97008,51.50183,375.0
Missouri,2016-07-20,2016-07-24,SurveyUSA,A,1943.0,lv,37.0,47.0,39.80254,48.14585,1943.0
Oklahoma,2016-10-07,2016-10-27,Ipsos,A-,371.0,lv,35.68,52.33,33.20996,52.35234,371.0
U.S.,2016-10-14,2016-10-19,IBD/TIPP,A-,779.0,lv,40.2,41.2,42.19961,43.73762,779.0
U.S.,2016-10-19,2016-10-20,Morning Consult,,1395.0,lv,42.0,36.0,43.38881,39.84465,1395.0
Wyoming,2016-10-26,2016-11-01,SurveyMonkey,C-,221.0,lv,21.0,62.0,19.7246,62.2199,221.0
U.S.,2016-10-23,2016-10-29,CVOTER International,C+,1317.0,lv,48.34,47.87,46.13219,44.87441,1317.0
District of Columbia,2016-10-26,2016-11-01,SurveyMonkey,C-,341.0,lv,88.0,4.0,86.77218,4.372936,341.0
New Hampshire,2016-08-07,2016-08-08,Vox Populi Communications,B,820.0,rv,41.0,31.0,44.7553,39.62329,820.0
District of Columbia,2016-10-27,2016-11-02,SurveyMonkey,C-,303.0,lv,87.0,5.0,85.7788,5.103538,303.0
U.S.,2016-10-24,2016-10-26,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,45.0,44.0,45.62489,45.85622,1500.0
U.S.,2016-09-05,2016-09-08,ABC News/Washington Post,A+,642.0,lv,46.0,41.0,46.73444,43.17135,642.0
Arkansas,2016-10-15,2016-10-19,Google Consumer Surveys,B,238.0,lv,27.32,44.58,32.72948,52.94476,238.0
Arizona,2016-08-17,2016-08-31,Arizona State University,C+,704.0,lv,39.9,36.8,42.3076,42.21799,704.0
Delaware,2016-10-26,2016-11-01,SurveyMonkey,C-,413.0,lv,50.0,38.0,48.70767,38.16546,413.0
Hawaii,2016-10-27,2016-11-02,SurveyMonkey,C-,424.0,lv,52.0,31.0,50.75174,31.03858,424.0
New Mexico,2016-10-24,2016-10-24,Zia Poll,,1899.0,lv,45.0,40.0,44.03213,39.66911,1899.0
Maryland,2016-10-20,2016-10-24,Google Consumer Surveys,B,411.0,lv,48.15,26.0,53.46841,33.68032,411.0
South Dakota,2016-10-28,2016-11-03,SurveyMonkey,C-,393.0,lv,31.0,52.0,29.72916,51.77998,393.0
Florida,2016-08-19,2016-08-22,Florida Atlantic University,C+,1200.0,lv,41.0,43.0,43.94205,46.32629,1200.0
U.S.,2016-10-14,2016-10-18,Ipsos,A-,1192.0,lv,41.7,40.2,41.85366,43.04315,1192.0
U.S.,2016-10-26,2016-10-30,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,45.0,42.0,45.66885,43.19125,1500.0
Rhode Island,2016-10-27,2016-11-02,SurveyMonkey,C-,391.0,lv,48.0,38.0,46.77856,38.10293,391.0
Delaware,2016-10-25,2016-10-31,SurveyMonkey,C-,458.0,lv,50.0,38.0,48.69871,38.369,458.0
U.S.,2016-10-20,2016-10-24,Google Consumer Surveys,B,21240.0,lv,38.54,33.87,43.86521,41.6378,5000.0
Nevada,2016-10-20,2016-10-28,SurveyMonkey,C-,1104.0,lv,43.0,44.0,41.62181,45.24725,1104.0
South Dakota,2016-10-15,2016-10-19,Google Consumer Surveys,B,101.0,lv,28.25,44.01,33.68052,52.60686,101.0
U.S.,2016-10-13,2016-10-18,IBD/TIPP,A-,782.0,lv,40.0,41.3,42.02549,43.94167,782.0
Alaska,2016-10-28,2016-11-03,SurveyMonkey,C-,334.0,lv,35.0,46.0,33.73786,45.79506,334.0
Idaho,2016-10-15,2016-10-19,Google Consumer Surveys,B,182.0,lv,26.63,38.39,32.05873,46.96707,182.0
Wyoming,2016-10-15,2016-10-19,Google Consumer Surveys,B,76.0,lv,27.37,46.11,32.79984,54.69926,76.0
Delaware,2016-10-18,2016-10-26,SurveyMonkey,C-,581.0,lv,53.0,34.0,51.60103,35.54502,581.0
North Dakota,2016-10-18,2016-10-26,SurveyMonkey,C-,372.0,lv,31.0,52.0,29.62258,53.82248,372.0
Wyoming,2016-10-24,2016-10-30,SurveyMonkey,C-,251.0,lv,23.0,62.0,21.71185,62.65709,251.0
Maryland,2016-10-20,2016-10-28,SurveyMonkey,C-,923.0,lv,62.0,27.0,60.61392,28.16803,923.0
New Mexico,2016-10-08,2016-10-16,SurveyMonkey,C-,889.0,lv,41.0,33.0,39.90659,35.7118,889.0
West Virginia,2016-10-15,2016-10-19,Google Consumer Surveys,B,111.0,lv,26.82,45.26,32.24474,53.79311,111.0
West Virginia,2016-10-28,2016-11-03,SurveyMonkey,C-,386.0,lv,27.0,57.0,25.72296,56.76924,386.0
Maine,2016-10-29,2016-11-04,SurveyMonkey,C-,635.0,lv,47.0,39.0,45.75102,38.6598,635.0
U.S.,2016-10-26,2016-11-01,USC Dornsife/LA Times,,3004.0,lv,42.36,47.83,43.97671,45.01132,3004.0
U.S.,2016-09-01,2016-09-07,CVOTER International,C+,1226.0,lv,46.65,47.73,45.49213,45.4187,1226.0
New Hampshire,2016-10-28,2016-11-03,SurveyMonkey,C-,672.0,lv,47.0,37.0,45.76903,36.84907,672.0
North Dakota,2016-10-27,2016-11-02,SurveyMonkey,C-,260.0,lv,31.0,55.0,29.74817,55.03,260.0
Georgia,2016-09-14,2016-09-14,Opinion Savvy/InsiderAdvantage,C-,568.0,lv,42.0,46.3,43.19048,48.41807,568.0
New Mexico,2016-10-28,2016-11-03,SurveyMonkey,C-,794.0,lv,41.0,36.0,39.72561,35.77382,794.0
U.S.,2016-10-29,2016-10-31,The Times-Picayune/Lucid,,2600.0,lv,42.0,40.0,42.4334,42.96991,2600.0
U.S.,2016-10-07,2016-10-11,Ipsos,A-,2398.0,lv,44.8,36.9,45.34602,39.97838,2398.0
Vermont,2016-10-27,2016-11-02,SurveyMonkey,C-,424.0,lv,55.0,24.0,53.76073,24.06014,424.0
Virginia,2016-09-11,2016-09-20,Roanoke College,C+,841.0,lv,44.0,37.0,45.41906,41.82293,841.0
Massachusetts,2016-10-20,2016-10-24,Google Consumer Surveys,B,410.0,lv,50.28,24.09,55.6419,32.33024,410.0
New Hampshire,2016-10-08,2016-10-16,SurveyMonkey,C-,569.0,lv,47.0,36.0,45.97596,39.20821,569.0
Virginia,2016-08-11,2016-08-14,ABC News/Washington Post,A+,707.0,lv,46.0,39.0,45.97437,42.36064,707.0
Mississippi,2016-10-28,2016-11-03,SurveyMonkey,C-,673.0,lv,40.0,49.0,38.6687,48.67521,673.0
U.S.,2016-08-18,2016-08-24,Quinnipiac University,A-,1498.0,lv,45.0,38.0,47.89716,41.04983,1498.0
Rhode Island,2016-10-26,2016-11-01,SurveyMonkey,C-,408.0,lv,49.0,36.0,47.77193,36.37214,408.0
Maine,2016-10-20,2016-10-28,SurveyMonkey,C-,412.0,lv,51.0,36.0,49.65033,37.53339,412.0
U.S.,2016-10-22,2016-10-28,CVOTER International,C+,1324.0,lv,49.25,47.11,46.95495,44.28853,1324.0
District of Columbia,2016-10-25,2016-10-31,SurveyMonkey,C-,332.0,lv,88.0,4.0,86.76118,4.622556,332.0
Arkansas,2016-10-29,2016-11-04,SurveyMonkey,C-,781.0,lv,34.0,55.0,32.70143,54.59774,781.0
Colorado,2016-10-20,2016-10-24,Google Consumer Surveys,B,611.0,lv,40.48,26.21,45.816,34.11679,611.0
U.S.,2016-10-13,2016-10-17,Ipsos,A-,1187.0,lv,42.5,37.6,42.69617,40.51114,1187.0
South Carolina,2016-10-20,2016-10-28,SurveyMonkey,C-,2115.0,lv,43.0,46.0,41.59939,47.02217,2115.0
Hawaii,2016-10-26,2016-11-01,SurveyMonkey,C-,428.0,lv,51.0,30.0,49.74562,30.28751,428.0
Montana,2016-10-27,2016-11-02,SurveyMonkey,C-,376.0,lv,34.0,51.0,32.73685,51.00284,376.0
Arkansas,2016-10-20,2016-10-28,SurveyMonkey,C-,524.0,lv,36.0,52.0,34.61594,53.18832,524.0
Idaho,2016-10-28,2016-11-03,SurveyMonkey,C-,498.0,lv,30.0,49.0,28.72724,48.77665,498.0
Nevada,2016-10-15,2016-10-19,Google Consumer Surveys,B,259.0,lv,36.7,35.81,42.11752,44.26346,259.0
Nevada,2016-08-15,2016-08-17,Suffolk University,B+,500.0,rv,43.8,41.6,47.15742,48.32507,500.0
Pennsylvania,2016-08-30,2016-09-02,YouGov,B,1091.0,lv,45.0,37.0,48.2398,40.48473,1091.0
Rhode Island,2016-10-18,2016-10-26,SurveyMonkey,C-,540.0,lv,49.0,37.0,47.64124,39.06279,540.0
Hawaii,2016-10-25,2016-10-31,SurveyMonkey,C-,467.0,lv,51.0,32.0,49.73546,32.51816,467.0
Nebraska,2016-10-29,2016-11-04,SurveyMonkey,C-,840.0,lv,34.0,52.0,32.71621,51.61623,840.0
Georgia,2016-10-20,2016-10-24,Google Consumer Surveys,B,468.0,lv,34.06,40.4,39.36457,47.90213,468.0
Kansas,2016-10-14,2016-11-03,Ipsos,A-,341.0,lv,37.62,52.76,35.34845,52.22886,341.0
Montana,2016-10-18,2016-10-26,SurveyMonkey,C-,549.0,lv,35.0,51.0,33.61563,52.73301,549.0
Oklahoma,2016-10-14,2016-11-03,Ipsos,A-,421.0,lv,29.68,60.28,27.4613,59.65991,421.0
New York,2016-07-13,2016-07-17,Quinnipiac University,A-,1104.0,rv,45.0,33.0,49.80467,38.30228,1104.0
Alaska,2016-08-09,2016-08-14,Lake Research Partners,B+,500.0,lv,30.0,38.0,32.56142,44.94381,500.0
New Hampshire,2016-08-10,2016-08-12,YouGov,B,990.0,lv,45.0,36.0,48.03999,41.55767,990.0
North Dakota,2016-10-15,2016-10-19,Google Consumer Surveys,B,66.0,lv,27.46,37.9,32.90636,46.6716,66.0
Ohio,2016-08-03,2016-08-07,Marist College,A,889.0,rv,39.0,35.0,40.70068,42.15294,889.0
Washington,2016-08-09,2016-08-13,Elway Research,A+,350.0,lv,45.0,24.0,44.68377,27.7935,350.0
Pennsylvania,2016-08-03,2016-08-07,Marist College,A,834.0,rv,45.0,36.0,46.60334,42.98373,834.0
Alaska,2016-10-18,2016-10-26,SurveyMonkey,C-,462.0,lv,31.0,46.0,29.61746,47.75653,462.0
Rhode Island,2016-10-25,2016-10-31,SurveyMonkey,C-,419.0,lv,49.0,36.0,47.76095,36.62158,419.0
Vermont,2016-10-26,2016-11-01,SurveyMonkey,C-,428.0,lv,54.0,26.0,52.75444,26.31586,428.0
Louisiana,2016-10-14,2016-11-03,Ipsos,A-,445.0,lv,35.83,53.2,35.15545,54.00553,445.0
New Mexico,2016-10-27,2016-11-02,SurveyMonkey,C-,820.0,lv,40.0,35.0,38.72749,34.98038,820.0
U.S.,2016-10-23,2016-10-25,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,44.0,43.0,44.58836,45.05244,1500.0
Arizona,2016-10-20,2016-10-24,Google Consumer Surveys,B,591.0,lv,39.71,35.6,45.03923,43.41968,591.0
