pollster,state,population,day,weighted_clinton,weighted_trump,samplesize_total,c-minus-t
Google Consumer Surveys,Mississippi,lv,2016-08-13,17.52,52.99,268.0,-35.47
Google Consumer Surveys,Mississippi,lv,2016-08-14,17.52,52.99,268.0,-35.47
Google Consumer Surveys,Mississippi,lv,2016-08-15,17.52,52.99,268.0,-35.47
Google Consumer Surveys,Mississippi,lv,2016-08-16,17.52,52.99,268.0,-35.47
Google Consumer Surveys,Mississippi,lv,2016-08-17,23.07,53.52,277.0,-30.450000000000003
Google Consumer Surveys,Mississippi,lv,2016-08-18,23.07,53.52,277.0,-30.450000000000003
Google Consumer Surveys,Mississippi,lv,2016-08-19,23.07,53.52,277.0,-30.450000000000003
Google Consumer Surveys,Mississippi,lv,2016-08-20,23.07,53.52,277.0,-30.450000000000003
Google Consumer Surveys,Mississippi,lv,2016-08-21,23.07,53.52,277.0,-30.450000000000003
Google Consumer Surveys,Mississippi,lv,2016-08-22,23.07,53.52,277.0,-30.450000000000003
Google Consumer Surveys,Mississippi,lv,2016-08-23,23.07,53.52,277.0,-30.450000000000003
Google Consumer Surveys,Mississippi,lv,2016-08-24,25.24,47.98,253.0,-22.74
Google Consumer Surveys,Mississippi,lv,2016-08-25,25.24,47.98,253.0,-22.74
Google Consumer Surveys,Mississippi,lv,2016-08-26,25.24,47.98,253.0,-22.74
Google Consumer Surveys,Mississippi,lv,2016-08-27,25.24,47.98,253.0,-22.74
Google Consumer Surveys,Mississippi,lv,2016-08-28,25.24,47.98,253.0,-22.74
Google Consumer Surveys,Mississippi,lv,2016-08-29,25.24,47.98,253.0,-22.74
Google Consumer Surveys,Mississippi,lv,2016-08-30,25.24,47.98,253.0,-22.74
Google Consumer Surveys,Mississippi,lv,2016-08-31,26.97,53.12,194.0,-26.15
Google Consumer Surveys,Mississippi,lv,2016-09-01,26.97,53.12,194.0,-26.15
Google Consumer Surveys,Mississippi,lv,2016-09-02,26.97,53.12,194.0,-26.15
Google Consumer Surveys,Mississippi,lv,2016-09-03,26.97,53.12,194.0,-26.15
Google Consumer Surveys,Mississippi,lv,2016-09-04,26.97,53.12,194.0,-26.15
Google Consumer Surveys,Mississippi,lv,2016-09-05,26.97,53.12,194.0,-26.15
Google Consumer Surveys,Mississippi,lv,2016-09-06,26.97,53.12,194.0,-26.15
Google Consumer Surveys,Mississippi,lv,2016-09-07,20.26,56.57,224.0,-36.31
Google Consumer Surveys,Mississippi,lv,2016-09-08,20.26,56.57,224.0,-36.31
Google Consumer Surveys,Mississippi,lv,2016-09-09,20.26,56.57,224.0,-36.31
Google Consumer Surveys,Mississippi,lv,2016-09-10,20.26,56.57,224.0,-36.31
Google Consumer Surveys,Mississippi,lv,2016-09-11,20.26,56.57,224.0,-36.31
Google Consumer Surveys,Mississippi,lv,2016-09-12,20.26,56.57,224.0,-36.31
Google Consumer Surveys,Mississippi,lv,2016-09-13,20.26,56.57,224.0,-36.31
Google Consumer Surveys,Mississippi,lv,2016-09-14,17.14,54.84,246.0,-37.7
Google Consumer Surveys,Mississippi,lv,2016-09-15,17.14,54.84,246.0,-37.7
Google Consumer Surveys,Mississippi,lv,2016-09-16,17.14,54.84,246.0,-37.7
Google Consumer Surveys,Mississippi,lv,2016-09-17,17.14,54.84,246.0,-37.7
Google Consumer Surveys,Mississippi,lv,2016-09-18,17.14,54.84,246.0,-37.7
Google Consumer Surveys,Mississippi,lv,2016-09-19,17.14,54.84,246.0,-37.7
Google Consumer Surveys,Mississippi,lv,2016-09-20,17.14,54.84,246.0,-37.7
Google Consumer Surveys,Mississippi,lv,2016-09-21,25.49,52.31,172.0,-26.820000000000004
Google Consumer Surveys,Mississippi,lv,2016-09-22,25.49,52.31,172.0,-26.820000000000004
Google Consumer Surveys,Mississippi,lv,2016-09-23,25.49,52.31,172.0,-26.820000000000004
Google Consumer Surveys,Mississippi,lv,2016-09-24,25.49,52.31,172.0,-26.820000000000004
Google Consumer Surveys,Mississippi,lv,2016-09-25,25.49,52.31,172.0,-26.820000000000004
Google Consumer Surveys,Mississippi,lv,2016-09-26,25.49,52.31,172.0,-26.820000000000004
Google Consumer Surveys,Mississippi,lv,2016-09-27,24.3,45.98,205.0,-21.679999999999996
Google Consumer Surveys,Mississippi,lv,2016-09-28,24.3,45.98,205.0,-21.679999999999996
Google Consumer Surveys,Mississippi,lv,2016-09-29,24.3,45.98,205.0,-21.679999999999996
Google Consumer Surveys,Mississippi,lv,2016-09-30,24.3,45.98,205.0,-21.679999999999996
Google Consumer Surveys,Mississippi,lv,2016-10-01,24.3,45.98,205.0,-21.679999999999996
Google Consumer Surveys,Mississippi,lv,2016-10-02,24.3,45.98,205.0,-21.679999999999996
Google Consumer Surveys,Mississippi,lv,2016-10-03,24.3,45.98,205.0,-21.679999999999996
Google Consumer Surveys,Mississippi,lv,2016-10-04,23.91,50.69,186.0,-26.779999999999998
Google Consumer Surveys,Mississippi,lv,2016-10-05,23.91,50.69,186.0,-26.779999999999998
Google Consumer Surveys,Mississippi,lv,2016-10-06,23.91,50.69,186.0,-26.779999999999998
Google Consumer Surveys,Mississippi,lv,2016-10-07,23.91,50.69,186.0,-26.779999999999998
Google Consumer Surveys,Mississippi,lv,2016-10-08,23.91,50.69,186.0,-26.779999999999998
Google Consumer Surveys,Mississippi,lv,2016-10-09,23.91,50.69,186.0,-26.779999999999998
Google Consumer Surveys,Mississippi,lv,2016-10-10,22.04,53.32,212.0,-31.28
Google Consumer Surveys,Mississippi,lv,2016-10-11,22.04,53.32,212.0,-31.28
Google Consumer Surveys,Mississippi,lv,2016-10-12,22.04,53.32,212.0,-31.28
Google Consumer Surveys,Mississippi,lv,2016-10-13,22.04,53.32,212.0,-31.28
Google Consumer Surveys,Mississippi,lv,2016-10-14,22.04,53.32,212.0,-31.28
Google Consumer Surveys,Mississippi,lv,2016-10-15,31.1,45.01,237.0,-13.909999999999997
Google Consumer Surveys,Mississippi,lv,2016-10-16,31.1,45.01,237.0,-13.909999999999997
Google Consumer Surveys,Mississippi,lv,2016-10-17,31.1,45.01,237.0,-13.909999999999997
Google Consumer Surveys,Mississippi,lv,2016-10-18,31.1,45.01,237.0,-13.909999999999997
Google Consumer Surveys,Mississippi,lv,2016-10-19,31.1,45.01,237.0,-13.909999999999997
Google Consumer Surveys,Mississippi,lv,2016-10-20,32.48,46.54,216.0,-14.060000000000002
Google Consumer Surveys,Mississippi,lv,2016-10-21,32.48,46.54,216.0,-14.060000000000002
Google Consumer Surveys,Mississippi,lv,2016-10-22,32.48,46.54,216.0,-14.060000000000002
Google Consumer Surveys,Mississippi,lv,2016-10-23,32.48,46.54,216.0,-14.060000000000002
Google Consumer Surveys,Mississippi,lv,2016-10-24,32.48,46.54,216.0,-14.060000000000002
Google Consumer Surveys,Mississippi,lv,2016-10-25,25.83,55.37,244.0,-29.54
Google Consumer Surveys,Mississippi,lv,2016-10-26,25.83,55.37,244.0,-29.54
Google Consumer Surveys,Mississippi,lv,2016-10-27,25.83,55.37,244.0,-29.54
Google Consumer Surveys,Mississippi,lv,2016-10-28,25.83,55.37,244.0,-29.54
Google Consumer Surveys,Mississippi,lv,2016-10-29,25.83,55.37,244.0,-29.54
Google Consumer Surveys,Mississippi,lv,2016-10-30,25.83,55.37,244.0,-29.54
Google Consumer Surveys,Mississippi,lv,2016-10-31,25.83,55.37,244.0,-29.54
Google Consumer Surveys,Mississippi,lv,2016-11-01,25.02,52.3,291.0,-27.279999999999998
Google Consumer Surveys,Mississippi,lv,2016-11-02,25.02,52.3,291.0,-27.279999999999998
Google Consumer Surveys,Mississippi,lv,2016-11-03,25.02,52.3,291.0,-27.279999999999998
Google Consumer Surveys,Mississippi,lv,2016-11-04,25.02,52.3,291.0,-27.279999999999998
Google Consumer Surveys,Mississippi,lv,2016-11-05,25.02,52.3,291.0,-27.279999999999998
Google Consumer Surveys,Mississippi,lv,2016-11-06,25.02,52.3,291.0,-27.279999999999998
Google Consumer Surveys,Mississippi,lv,2016-11-07,25.02,52.3,291.0,-27.279999999999998
Google Consumer Surveys,Missouri,lv,2016-08-10,38.89,28.71,542.0,10.18
Google Consumer Surveys,Missouri,lv,2016-08-11,38.89,28.71,542.0,10.18
Google Consumer Surveys,Missouri,lv,2016-08-12,38.89,28.71,542.0,10.18
Google Consumer Surveys,Missouri,lv,2016-08-13,38.89,28.71,542.0,10.18
Google Consumer Surveys,Missouri,lv,2016-08-14,38.89,28.71,542.0,10.18
Google Consumer Surveys,Missouri,lv,2016-08-15,38.89,28.71,542.0,10.18
Google Consumer Surveys,Missouri,lv,2016-08-16,38.89,28.71,542.0,10.18
Google Consumer Surveys,Missouri,lv,2016-08-17,35.53,34.72,545.0,0.8100000000000023
Google Consumer Surveys,Missouri,lv,2016-08-18,35.53,34.72,545.0,0.8100000000000023
Google Consumer Surveys,Missouri,lv,2016-08-19,35.53,34.72,545.0,0.8100000000000023
Google Consumer Surveys,Missouri,lv,2016-08-20,35.53,34.72,545.0,0.8100000000000023
Google Consumer Surveys,Missouri,lv,2016-08-21,35.53,34.72,545.0,0.8100000000000023
Google Consumer Surveys,Missouri,lv,2016-08-22,35.53,34.72,545.0,0.8100000000000023
Google Consumer Surveys,Missouri,lv,2016-08-23,35.53,34.72,545.0,0.8100000000000023
Google Consumer Surveys,Missouri,lv,2016-08-24,37.17,32.83,584.0,4.340000000000003
Google Consumer Surveys,Missouri,lv,2016-08-25,37.17,32.83,584.0,4.340000000000003
Google Consumer Surveys,Missouri,lv,2016-08-26,37.17,32.83,584.0,4.340000000000003
Google Consumer Surveys,Missouri,lv,2016-08-27,37.17,32.83,584.0,4.340000000000003
Google Consumer Surveys,Missouri,lv,2016-08-28,37.17,32.83,584.0,4.340000000000003
Google Consumer Surveys,Missouri,lv,2016-08-29,37.17,32.83,584.0,4.340000000000003
Google Consumer Surveys,Missouri,lv,2016-08-30,37.17,32.83,584.0,4.340000000000003
Google Consumer Surveys,Missouri,lv,2016-08-31,35.45,31.19,637.0,4.260000000000002
Google Consumer Surveys,Missouri,lv,2016-09-01,35.45,31.19,637.0,4.260000000000002
Google Consumer Surveys,Missouri,lv,2016-09-02,35.45,31.19,637.0,4.260000000000002
Google Consumer Surveys,Missouri,lv,2016-09-03,35.45,31.19,637.0,4.260000000000002
Google Consumer Surveys,Missouri,lv,2016-09-04,35.45,31.19,637.0,4.260000000000002
Google Consumer Surveys,Missouri,lv,2016-09-05,35.45,31.19,637.0,4.260000000000002
Google Consumer Surveys,Missouri,lv,2016-09-06,35.45,31.19,637.0,4.260000000000002
Google Consumer Surveys,Missouri,lv,2016-09-07,34.37,33.32,636.0,1.0499999999999972
Google Consumer Surveys,Missouri,lv,2016-09-08,34.37,33.32,636.0,1.0499999999999972
Google Consumer Surveys,Missouri,lv,2016-09-09,34.37,33.32,636.0,1.0499999999999972
Google Consumer Surveys,Missouri,lv,2016-09-10,34.37,33.32,636.0,1.0499999999999972
Google Consumer Surveys,Missouri,lv,2016-09-11,34.37,33.32,636.0,1.0499999999999972
Google Consumer Surveys,Missouri,lv,2016-09-12,34.37,33.32,636.0,1.0499999999999972
Google Consumer Surveys,Missouri,lv,2016-09-13,34.37,33.32,636.0,1.0499999999999972
Google Consumer Surveys,Missouri,lv,2016-09-14,33.26,31.81,588.0,1.4499999999999993
Google Consumer Surveys,Missouri,lv,2016-09-15,33.26,31.81,588.0,1.4499999999999993
Google Consumer Surveys,Missouri,lv,2016-09-16,33.26,31.81,588.0,1.4499999999999993
Google Consumer Surveys,Missouri,lv,2016-09-17,33.26,31.81,588.0,1.4499999999999993
Google Consumer Surveys,Missouri,lv,2016-09-18,33.26,31.81,588.0,1.4499999999999993
Google Consumer Surveys,Missouri,lv,2016-09-19,33.26,31.81,588.0,1.4499999999999993
Google Consumer Surveys,Missouri,lv,2016-09-20,33.26,31.81,588.0,1.4499999999999993
Google Consumer Surveys,Missouri,lv,2016-09-21,34.39,31.95,560.0,2.4400000000000013
Google Consumer Surveys,Missouri,lv,2016-09-22,34.39,31.95,560.0,2.4400000000000013
Google Consumer Surveys,Missouri,lv,2016-09-23,34.39,31.95,560.0,2.4400000000000013
Google Consumer Surveys,Missouri,lv,2016-09-24,34.39,31.95,560.0,2.4400000000000013
Google Consumer Surveys,Missouri,lv,2016-09-25,34.39,31.95,560.0,2.4400000000000013
Google Consumer Surveys,Missouri,lv,2016-09-26,34.39,31.95,560.0,2.4400000000000013
Google Consumer Surveys,Missouri,lv,2016-09-27,38.49,29.66,611.0,8.830000000000002
Google Consumer Surveys,Missouri,lv,2016-09-28,38.49,29.66,611.0,8.830000000000002
Google Consumer Surveys,Missouri,lv,2016-09-29,38.49,29.66,611.0,8.830000000000002
Google Consumer Surveys,Missouri,lv,2016-09-30,38.49,29.66,611.0,8.830000000000002
Google Consumer Surveys,Missouri,lv,2016-10-01,38.49,29.66,611.0,8.830000000000002
Google Consumer Surveys,Missouri,lv,2016-10-02,38.49,29.66,611.0,8.830000000000002
Google Consumer Surveys,Missouri,lv,2016-10-03,38.49,29.66,611.0,8.830000000000002
Google Consumer Surveys,Missouri,lv,2016-10-04,34.15,30.38,585.0,3.7699999999999996
Google Consumer Surveys,Missouri,lv,2016-10-05,34.15,30.38,585.0,3.7699999999999996
Google Consumer Surveys,Missouri,lv,2016-10-06,34.15,30.38,585.0,3.7699999999999996
Google Consumer Surveys,Missouri,lv,2016-10-07,34.15,30.38,585.0,3.7699999999999996
Google Consumer Surveys,Missouri,lv,2016-10-08,34.15,30.38,585.0,3.7699999999999996
Google Consumer Surveys,Missouri,lv,2016-10-09,34.15,30.38,585.0,3.7699999999999996
Google Consumer Surveys,Missouri,lv,2016-10-10,37.93,26.95,608.0,10.98
Google Consumer Surveys,Missouri,lv,2016-10-11,37.93,26.95,608.0,10.98
Google Consumer Surveys,Missouri,lv,2016-10-12,37.93,26.95,608.0,10.98
Google Consumer Surveys,Missouri,lv,2016-10-13,37.93,26.95,608.0,10.98
Google Consumer Surveys,Missouri,lv,2016-10-14,37.93,26.95,608.0,10.98
Google Consumer Surveys,Missouri,lv,2016-10-15,37.53,34.42,587.0,3.1099999999999994
Google Consumer Surveys,Missouri,lv,2016-10-16,37.53,34.42,587.0,3.1099999999999994
Google Consumer Surveys,Missouri,lv,2016-10-17,37.53,34.42,587.0,3.1099999999999994
Google Consumer Surveys,Missouri,lv,2016-10-18,37.53,34.42,587.0,3.1099999999999994
Google Consumer Surveys,Missouri,lv,2016-10-19,37.53,34.42,587.0,3.1099999999999994
Google Consumer Surveys,Missouri,lv,2016-10-20,34.99,36.54,602.0,-1.5499999999999972
Google Consumer Surveys,Missouri,lv,2016-10-21,34.99,36.54,602.0,-1.5499999999999972
Google Consumer Surveys,Missouri,lv,2016-10-22,34.99,36.54,602.0,-1.5499999999999972
Google Consumer Surveys,Missouri,lv,2016-10-23,34.99,36.54,602.0,-1.5499999999999972
Google Consumer Surveys,Missouri,lv,2016-10-24,34.99,36.54,602.0,-1.5499999999999972
Google Consumer Surveys,Missouri,lv,2016-10-25,37.32,38.14,726.0,-0.8200000000000003
Google Consumer Surveys,Missouri,lv,2016-10-26,37.32,38.14,726.0,-0.8200000000000003
Google Consumer Surveys,Missouri,lv,2016-10-27,37.32,38.14,726.0,-0.8200000000000003
Google Consumer Surveys,Missouri,lv,2016-10-28,37.32,38.14,726.0,-0.8200000000000003
Google Consumer Surveys,Missouri,lv,2016-10-29,37.32,38.14,726.0,-0.8200000000000003
Google Consumer Surveys,Missouri,lv,2016-10-30,37.32,38.14,726.0,-0.8200000000000003
Google Consumer Surveys,Missouri,lv,2016-10-31,37.32,38.14,726.0,-0.8200000000000003
Google Consumer Surveys,Missouri,lv,2016-11-01,37.3,35.44,717.0,1.8599999999999994
Google Consumer Surveys,Missouri,lv,2016-11-02,37.3,35.44,717.0,1.8599999999999994
Google Consumer Surveys,Missouri,lv,2016-11-03,37.3,35.44,717.0,1.8599999999999994
Google Consumer Surveys,Missouri,lv,2016-11-04,37.3,35.44,717.0,1.8599999999999994
Google Consumer Surveys,Missouri,lv,2016-11-05,37.3,35.44,717.0,1.8599999999999994
Google Consumer Surveys,Missouri,lv,2016-11-06,37.3,35.44,717.0,1.8599999999999994
Google Consumer Surveys,Missouri,lv,2016-11-07,37.3,35.44,717.0,1.8599999999999994
Google Consumer Surveys,Montana,lv,2016-08-10,30.27,33.17,107.0,-2.900000000000002
Google Consumer Surveys,Montana,lv,2016-08-11,30.27,33.17,107.0,-2.900000000000002
Google Consumer Surveys,Montana,lv,2016-08-12,30.27,33.17,107.0,-2.900000000000002
Google Consumer Surveys,Montana,lv,2016-08-13,30.27,33.17,107.0,-2.900000000000002
Google Consumer Surveys,Montana,lv,2016-08-14,30.27,33.17,107.0,-2.900000000000002
Google Consumer Surveys,Montana,lv,2016-08-15,30.27,33.17,107.0,-2.900000000000002
Google Consumer Surveys,Montana,lv,2016-08-16,30.27,33.17,107.0,-2.900000000000002
Google Consumer Surveys,Montana,lv,2016-08-17,35.91,28.11,118.0,7.799999999999997
Google Consumer Surveys,Montana,lv,2016-08-18,35.91,28.11,118.0,7.799999999999997
Google Consumer Surveys,Montana,lv,2016-08-19,35.91,28.11,118.0,7.799999999999997
Google Consumer Surveys,Montana,lv,2016-08-20,35.91,28.11,118.0,7.799999999999997
Google Consumer Surveys,Montana,lv,2016-08-21,35.91,28.11,118.0,7.799999999999997
Google Consumer Surveys,Montana,lv,2016-08-22,35.91,28.11,118.0,7.799999999999997
Google Consumer Surveys,Montana,lv,2016-08-23,35.91,28.11,118.0,7.799999999999997
Google Consumer Surveys,Montana,lv,2016-08-24,32.36,33.33,128.0,-0.9699999999999989
Google Consumer Surveys,Montana,lv,2016-08-25,32.36,33.33,128.0,-0.9699999999999989
Google Consumer Surveys,Montana,lv,2016-08-26,32.36,33.33,128.0,-0.9699999999999989
Google Consumer Surveys,Montana,lv,2016-08-27,32.36,33.33,128.0,-0.9699999999999989
Google Consumer Surveys,Montana,lv,2016-08-28,32.36,33.33,128.0,-0.9699999999999989
Google Consumer Surveys,Montana,lv,2016-08-29,32.36,33.33,128.0,-0.9699999999999989
Google Consumer Surveys,Montana,lv,2016-08-30,32.36,33.33,128.0,-0.9699999999999989
Google Consumer Surveys,Montana,lv,2016-08-31,29.85,32.2,157.0,-2.3500000000000014
Google Consumer Surveys,Montana,lv,2016-09-01,29.85,32.2,157.0,-2.3500000000000014
Google Consumer Surveys,Montana,lv,2016-09-02,29.85,32.2,157.0,-2.3500000000000014
Google Consumer Surveys,Montana,lv,2016-09-03,29.85,32.2,157.0,-2.3500000000000014
Google Consumer Surveys,Montana,lv,2016-09-04,29.85,32.2,157.0,-2.3500000000000014
Google Consumer Surveys,Montana,lv,2016-09-05,29.85,32.2,157.0,-2.3500000000000014
Google Consumer Surveys,Montana,lv,2016-09-06,29.85,32.2,157.0,-2.3500000000000014
Google Consumer Surveys,Montana,lv,2016-09-07,27.8,34.93,175.0,-7.129999999999999
Google Consumer Surveys,Montana,lv,2016-09-08,27.8,34.93,175.0,-7.129999999999999
Google Consumer Surveys,Montana,lv,2016-09-09,27.8,34.93,175.0,-7.129999999999999
Google Consumer Surveys,Montana,lv,2016-09-10,27.8,34.93,175.0,-7.129999999999999
Google Consumer Surveys,Montana,lv,2016-09-11,27.8,34.93,175.0,-7.129999999999999
Google Consumer Surveys,Montana,lv,2016-09-12,27.8,34.93,175.0,-7.129999999999999
Google Consumer Surveys,Montana,lv,2016-09-13,27.8,34.93,175.0,-7.129999999999999
Google Consumer Surveys,Montana,lv,2016-09-14,32.75,28.94,159.0,3.8099999999999987
Google Consumer Surveys,Montana,lv,2016-09-15,32.75,28.94,159.0,3.8099999999999987
Google Consumer Surveys,Montana,lv,2016-09-16,32.75,28.94,159.0,3.8099999999999987
Google Consumer Surveys,Montana,lv,2016-09-17,32.75,28.94,159.0,3.8099999999999987
Google Consumer Surveys,Montana,lv,2016-09-18,32.75,28.94,159.0,3.8099999999999987
Google Consumer Surveys,Montana,lv,2016-09-19,32.75,28.94,159.0,3.8099999999999987
Google Consumer Surveys,Montana,lv,2016-09-20,32.75,28.94,159.0,3.8099999999999987
Google Consumer Surveys,Montana,lv,2016-09-21,32.15,36.3,147.0,-4.149999999999999
Google Consumer Surveys,Montana,lv,2016-09-22,32.15,36.3,147.0,-4.149999999999999
Google Consumer Surveys,Montana,lv,2016-09-23,32.15,36.3,147.0,-4.149999999999999
Google Consumer Surveys,Montana,lv,2016-09-24,32.15,36.3,147.0,-4.149999999999999
Google Consumer Surveys,Montana,lv,2016-09-25,32.15,36.3,147.0,-4.149999999999999
Google Consumer Surveys,Montana,lv,2016-09-26,32.15,36.3,147.0,-4.149999999999999
Google Consumer Surveys,Montana,lv,2016-09-27,31.06,37.96,173.0,-6.900000000000002
Google Consumer Surveys,Montana,lv,2016-09-28,31.06,37.96,173.0,-6.900000000000002
Google Consumer Surveys,Montana,lv,2016-09-29,31.06,37.96,173.0,-6.900000000000002
Google Consumer Surveys,Montana,lv,2016-09-30,31.06,37.96,173.0,-6.900000000000002
Google Consumer Surveys,Montana,lv,2016-10-01,31.06,37.96,173.0,-6.900000000000002
Google Consumer Surveys,Montana,lv,2016-10-02,31.06,37.96,173.0,-6.900000000000002
Google Consumer Surveys,Montana,lv,2016-10-03,31.06,37.96,173.0,-6.900000000000002
Google Consumer Surveys,Montana,lv,2016-10-04,32.1,40.84,158.0,-8.740000000000002
Google Consumer Surveys,Montana,lv,2016-10-05,32.1,40.84,158.0,-8.740000000000002
Google Consumer Surveys,Montana,lv,2016-10-06,32.1,40.84,158.0,-8.740000000000002
Google Consumer Surveys,Montana,lv,2016-10-07,32.1,40.84,158.0,-8.740000000000002
Google Consumer Surveys,Montana,lv,2016-10-08,32.1,40.84,158.0,-8.740000000000002
Google Consumer Surveys,Montana,lv,2016-10-09,32.1,40.84,158.0,-8.740000000000002
Google Consumer Surveys,Montana,lv,2016-10-10,27.78,28.31,141.0,-0.5299999999999976
Google Consumer Surveys,Montana,lv,2016-10-11,27.78,28.31,141.0,-0.5299999999999976
Google Consumer Surveys,Montana,lv,2016-10-12,27.78,28.31,141.0,-0.5299999999999976
Google Consumer Surveys,Montana,lv,2016-10-13,27.78,28.31,141.0,-0.5299999999999976
Google Consumer Surveys,Montana,lv,2016-10-14,27.78,28.31,141.0,-0.5299999999999976
